event_id,time_epoch,magnitude,place,latitude,longitude,depth_km,updated_epoch,alert,status,timestamp,is_mainshock,aftershock_of_event_id,dt_days,dr_km
ci14617116,1270527607130,3.23,"18km W of Progreso, B.C., MX",32.5916667,-115.781,3.863,1655468365169,,reviewed,2010-04-06 04:20:07.130000+00:00,False,,,
ci14617260,1270529373950,2.73,"11km W of Progreso, B.C., MX",32.5638333,-115.7001667,9.713,1457605323000,,reviewed,2010-04-06 04:49:33.950000+00:00,False,,,
ci14617268,1270529492720,2.68,"12km ESE of Ocotillo, CA",32.7073333,-115.8651667,3.773,1457621169209,,reviewed,2010-04-06 04:51:32.720000+00:00,False,,,
ci14617276,1270529582370,2.81,"19km W of Progreso, B.C., MX",32.6025,-115.7815,4.545,1457627084393,,reviewed,2010-04-06 04:53:02.370000+00:00,False,,,
ci14617300,1270529770090,2.62,"17km WNW of Progreso, B.C., MX",32.6296667,-115.7558333,0.373,1457645433558,,reviewed,2010-04-06 04:56:10.090000+00:00,False,,,
ci14617396,1270530815730,2.96,"18km W of Progreso, B.C., MX",32.5966667,-115.7788333,2.633,1457594710092,,reviewed,2010-04-06 05:13:35.730000+00:00,False,,,
ci14617412,1270531191970,3.12,"21km ESE of Ocotillo, CA",32.6503333,-115.7975,4.713,1659747836682,,reviewed,2010-04-06 05:19:51.970000+00:00,False,,,
ci10189810,1270531199570,2.81,"17km W of Progreso, B.C., MX",32.579,-115.7666667,10.451,1457621175892,,reviewed,2010-04-06 05:19:59.570000+00:00,False,,,
ci14617436,1270531550870,2.85,"19km ESE of Ocotillo, CA",32.6631667,-115.8113333,5.063,1457573048912,,reviewed,2010-04-06 05:25:50.870000+00:00,False,,,
ci14617444,1270531686980,2.55,"17km WNW of Progreso, B.C., MX",32.651,-115.7446667,5.783,1457583789650,,reviewed,2010-04-06 05:28:06.980000+00:00,False,,,
ci14617460,1270531860880,2.54,"20km ESE of Ocotillo, CA",32.6508333,-115.8035,4.663,1457627088233,,reviewed,2010-04-06 05:31:00.880000+00:00,False,,,
ci14617500,1270532264270,2.5,"15km W of Progreso, B.C., MX",32.5943333,-115.7436667,3.943,1457651084529,,reviewed,2010-04-06 05:37:44.270000+00:00,False,,,
ci14617524,1270532454890,2.74,"20km WNW of Progreso, B.C., MX",32.6321667,-115.7821667,-0.027,1457578274705,,reviewed,2010-04-06 05:40:54.890000+00:00,False,,,
ci14617532,1270532509560,2.78,"21km ESE of Ocotillo, CA",32.631,-115.808,5.519,1457578276154,,reviewed,2010-04-06 05:41:49.560000+00:00,False,,,
ci14617548,1270532828980,2.59,"15km W of Progreso, B.C., MX",32.5935,-115.7403333,2.733,1457578277633,,reviewed,2010-04-06 05:47:08.980000+00:00,False,,,
ci14617620,1270533834910,2.94,"18km ESE of Ocotillo, CA",32.6595,-115.8296667,5.022,1658444159208,,reviewed,2010-04-06 06:03:54.910000+00:00,False,,,
ci14617676,1270534338550,2.73,"20km ESE of Ocotillo, CA",32.658,-115.7975,4.873,1457594714551,,reviewed,2010-04-06 06:12:18.550000+00:00,False,,,
ci14617716,1270534789040,3.14,"20km WNW of Progreso, B.C., MX",32.6735,-115.7695,1.963,1457594717835,,reviewed,2010-04-06 06:19:49.040000+00:00,False,,,
ci14617748,1270535279030,2.88,"12km ESE of Ocotillo, CA",32.7123333,-115.8711667,1.643,1457638802886,,reviewed,2010-04-06 06:27:59.030000+00:00,False,,,
ci14617804,1270535882540,2.85,"18km W of Progreso, B.C., MX",32.6033333,-115.7688333,3.323,1457605332778,,reviewed,2010-04-06 06:38:02.540000+00:00,False,,,
ci14617852,1270536380680,2.79,"17km WNW of Progreso, B.C., MX",32.6341667,-115.7575,0.483,1457599946967,,reviewed,2010-04-06 06:46:20.680000+00:00,False,,,
ci10191330,1270536813830,2.95,"15km ESE of Ocotillo, CA",32.669,-115.8515,6.992,1457615963411,,reviewed,2010-04-06 06:53:33.830000+00:00,False,,,
ci14617964,1270538369120,3.31,"16km WNW of Progreso, B.C., MX",32.6236667,-115.7486667,1.933,1457615965083,,reviewed,2010-04-06 07:19:29.120000+00:00,False,,,
ci14617980,1270538477980,2.63,"14km ESE of Ocotillo, CA",32.6993333,-115.8528333,7.443,1457651100362,,reviewed,2010-04-06 07:21:17.980000+00:00,False,,,
ci10191650,1270538508330,2.74,"19km W of Progreso, B.C., MX",32.6126667,-115.7805,3.823,1457599950792,,reviewed,2010-04-06 07:21:48.330000+00:00,False,,,
ci14617996,1270538582170,3.71,"12km ESE of Ocotillo, CA",32.708,-115.8731667,4.363,1457645445937,,reviewed,2010-04-06 07:23:02.170000+00:00,False,,,
ci14618004,1270538706390,3.08,"11km ESE of Ocotillo, CA",32.706,-115.8761667,1.539,1457610569935,,reviewed,2010-04-06 07:25:06.390000+00:00,False,,,
ci14618020,1270538885940,2.9,"18km WNW of Progreso, B.C., MX",32.613,-115.7693333,6.273,1457605338084,,reviewed,2010-04-06 07:28:05.940000+00:00,False,,,
ci14618108,1270539764950,2.53,"11km SW of Progreso, B.C., MX",32.5061667,-115.6605,2.603,1457615966370,,reviewed,2010-04-06 07:42:44.950000+00:00,False,,,
ci14618180,1270540611890,3.83,"16km WNW of Progreso, B.C., MX",32.6343333,-115.7388333,3.733,1659747916174,,reviewed,2010-04-06 07:56:51.890000+00:00,False,,,
ci14618244,1270541931650,2.68,"17km WNW of Progreso, B.C., MX",32.6403333,-115.7473333,3.353,1457578290885,,reviewed,2010-04-06 08:18:51.650000+00:00,False,,,
ci14618252,1270541983800,3.05,"10km W of Progreso, B.C., MX",32.574,-115.688,6.053,1457605344845,,reviewed,2010-04-06 08:19:43.800000+00:00,False,,,
ci14618268,1270542154580,2.71,"20km W of Progreso, B.C., MX",32.6141667,-115.7985,2.923,1457638817623,,reviewed,2010-04-06 08:22:34.580000+00:00,False,,,
ci14618292,1270542347830,3.19,"14km ESE of Ocotillo, CA",32.6931667,-115.8546667,-0.027,1457651108547,,reviewed,2010-04-06 08:25:47.830000+00:00,False,,,
ci14618300,1270542432450,3.12,"14km ESE of Ocotillo, CA",32.7033333,-115.8476667,1.703,1457638821335,,reviewed,2010-04-06 08:27:12.450000+00:00,False,,,
ci14618308,1270542450360,3.8,"14km ESE of Ocotillo, CA",32.6955,-115.855,1.043,1457578293879,,reviewed,2010-04-06 08:27:30.360000+00:00,False,,,
ci10192030,1270542523030,3.01,"20km ESE of Ocotillo, CA",32.6808333,-115.7885,1.253,1457645451712,,reviewed,2010-04-06 08:28:43.030000+00:00,False,,,
ci14618388,1270543233590,3.25,"13km ESE of Ocotillo, CA",32.6976667,-115.86,6.793,1457638823568,,reviewed,2010-04-06 08:40:33.590000+00:00,False,,,
ci14618428,1270543975120,3.3,"16km WNW of Progreso, B.C., MX",32.6345,-115.7373333,7.983,1457589545960,,reviewed,2010-04-06 08:52:55.120000+00:00,False,,,
ci14618468,1270544331600,2.99,"14km ESE of Ocotillo, CA",32.6723333,-115.8646667,6.183,1457589547597,,reviewed,2010-04-06 08:58:51.600000+00:00,False,,,
ci14618484,1270544509480,2.64,"21km ESE of Ocotillo, CA",32.6618333,-115.789,0.725,1457578297412,,reviewed,2010-04-06 09:01:49.480000+00:00,False,,,
ci14618508,1270544953860,2.77,"20km WNW of Progreso, B.C., MX",32.6241667,-115.7921667,2.543,1457578298829,,reviewed,2010-04-06 09:09:13.860000+00:00,False,,,
ci14618588,1270546116880,3.08,"19km WNW of Progreso, B.C., MX",32.6188333,-115.785,2.063,1457573064175,,reviewed,2010-04-06 09:28:36.880000+00:00,False,,,
ci14618596,1270546152940,3.4,"20km ESE of Ocotillo, CA",32.676,-115.7875,4.593,1457615975432,,reviewed,2010-04-06 09:29:12.940000+00:00,False,,,
ci14618652,1270546758030,2.68,"19km WNW of Progreso, B.C., MX",32.645,-115.7758333,-0.007,1457638825574,,reviewed,2010-04-06 09:39:18.030000+00:00,False,,,
ci37005279,1270548001710,2.51,"19km ESE of Ocotillo, CA",32.6643333,-115.8085,0.633,1457638828757,,reviewed,2010-04-06 10:00:01.710000+00:00,False,,,
ci14618756,1270548180250,2.74,"19km WNW of Progreso, B.C., MX",32.614,-115.7815,3.843,1457645469453,,reviewed,2010-04-06 10:03:00.250000+00:00,False,,,
ci10192730,1270548210230,2.54,"18km WNW of Progreso, B.C., MX",32.6405,-115.7615,3.099,1457632654567,,reviewed,2010-04-06 10:03:30.230000+00:00,False,,,
ci14618764,1270548214200,2.72,"17km ESE of Ocotillo, CA",32.6665,-115.8331667,4.875,1457599967102,,reviewed,2010-04-06 10:03:34.200000+00:00,False,,,
ci14618772,1270548397750,4.51,"19km ESE of Ocotillo, CA",32.6651667,-115.8106667,1.733,1659747982600,green,reviewed,2010-04-06 10:06:37.750000+00:00,False,,,
ci14618836,1270549400460,2.76,"20km WNW of Progreso, B.C., MX",32.6405,-115.7808333,1.283,1457638832423,,reviewed,2010-04-06 10:23:20.460000+00:00,False,,,
ci14618852,1270549674560,2.5,"15km W of Progreso, B.C., MX",32.605,-115.7388333,3.253,1457573072428,,reviewed,2010-04-06 10:27:54.560000+00:00,False,,,
ci14618916,1270550212080,2.88,"14km W of Progreso, B.C., MX",32.5818333,-115.735,3.453,1457573073961,,reviewed,2010-04-06 10:36:52.080000+00:00,False,,,
ci10193390,1270551342450,2.53,"15km WNW of Progreso, B.C., MX",32.6265,-115.7381667,6.643,1457632663333,,reviewed,2010-04-06 10:55:42.450000+00:00,False,,,
ci14619132,1270553601330,3.1,"19km WNW of Progreso, B.C., MX",32.6173333,-115.7851667,6.323,1457605357179,,reviewed,2010-04-06 11:33:21.330000+00:00,False,,,
ci14619164,1270553824250,2.73,"18km WNW of Progreso, B.C., MX",32.6261667,-115.763,5.413,1457632664974,,reviewed,2010-04-06 11:37:04.250000+00:00,False,,,
ci14619324,1270556070910,2.7,"11km E of Ocotillo, CA",32.7226667,-115.8738333,1.403,1457610592298,,reviewed,2010-04-06 12:14:30.910000+00:00,False,,,
ci14619380,1270556979200,2.55,"19km ESE of Ocotillo, CA",32.6641667,-115.8076667,1.253,1457615998219,,reviewed,2010-04-06 12:29:39.200000+00:00,False,,,
ci14619468,1270557803360,2.57,"15km WNW of Progreso, B.C., MX",32.6285,-115.7365,7.733,1457632670799,,reviewed,2010-04-06 12:43:23.360000+00:00,False,,,
ci10194850,1270558923270,2.93,"20km ESE of Ocotillo, CA",32.6623333,-115.7991667,1.853,1457645489297,,reviewed,2010-04-06 13:02:03.270000+00:00,False,,,
ci14619628,1270559831930,2.69,"18km W of Progreso, B.C., MX",32.5993333,-115.779,2.943,1457605364302,,reviewed,2010-04-06 13:17:11.930000+00:00,False,,,
ci14619644,1270559978960,2.59,"12km WNW of Progreso, B.C., MX",32.6038333,-115.714,8.223,1457610600640,,reviewed,2010-04-06 13:19:38.960000+00:00,False,,,
ci14619652,1270560115130,2.74,"15km W of Progreso, B.C., MX",32.5923333,-115.7446667,8.903,1457567654460,,reviewed,2010-04-06 13:21:55.130000+00:00,False,,,
ci14619668,1270560296140,3.06,"20km WNW of Progreso, B.C., MX",32.6268333,-115.7846667,6.673,1457605365820,,reviewed,2010-04-06 13:24:56.140000+00:00,False,,,
ci14619748,1270561462350,2.68,"16km S of Salton City, CA",33.1548333,-115.9303333,11.236,1457638856327,,reviewed,2010-04-06 13:44:22.350000+00:00,False,,,
ci14619780,1270561911030,3.11,"18km WNW of Progreso, B.C., MX",32.6388333,-115.758,1.113,1457578320731,,reviewed,2010-04-06 13:51:51.030000+00:00,False,,,
ci14619940,1270564043390,3.2,"19km W of Progreso, B.C., MX",32.6106667,-115.7848333,3.943,1457567663058,,reviewed,2010-04-06 14:27:23.390000+00:00,False,,,
ci14620004,1270564976110,2.85,"17km WNW of Progreso, B.C., MX",32.6481667,-115.7515,6.943,1457627128309,,reviewed,2010-04-06 14:42:56.110000+00:00,False,,,
ci14620068,1270565777980,2.58,"20km WNW of Progreso, B.C., MX",32.657,-115.782,3.743,1457638866043,,reviewed,2010-04-06 14:56:17.980000+00:00,False,,,
ci10195454,1270565792550,2.77,"20km WNW of Progreso, B.C., MX",32.6281667,-115.7878333,1.283,1457616009365,,reviewed,2010-04-06 14:56:32.550000+00:00,False,,,
ci14620076,1270565918010,3.53,"18km WNW of Progreso, B.C., MX",32.6338333,-115.7711667,2.453,1457583832072,,reviewed,2010-04-06 14:58:38.010000+00:00,False,,,
ci14620124,1270566799980,3.91,"11km E of Ocotillo, CA",32.7276667,-115.88,14.617,1457610608745,,reviewed,2010-04-06 15:13:19.980000+00:00,False,,,
ci14620164,1270567533650,2.67,"17km ESE of Ocotillo, CA",32.6678333,-115.8313333,6.173,1457599990608,,reviewed,2010-04-06 15:25:33.650000+00:00,False,,,
ci14620172,1270567620090,2.64,"11km ESE of Ocotillo, CA",32.7136667,-115.8821667,3.553,1457578328590,,reviewed,2010-04-06 15:27:00.090000+00:00,False,,,
ci10195674,1270569011760,2.65,"21km WNW of Progreso, B.C., MX",32.6753333,-115.7781667,5.153,1457638868103,,reviewed,2010-04-06 15:50:11.760000+00:00,False,,,
ci14620428,1270570612840,2.52,"18km WNW of Progreso, B.C., MX",32.6421667,-115.7583333,3.203,1457638870706,,reviewed,2010-04-06 16:16:52.840000+00:00,False,,,
ci14620476,1270571638050,3.19,"15km ESE of Ocotillo, CA",32.665,-115.8596667,5.953,1457594752841,,reviewed,2010-04-06 16:33:58.050000+00:00,False,,,
ci14620596,1270573687380,2.62,"21km WNW of Progreso, B.C., MX",32.6331667,-115.7946667,3.883,1457599996810,,reviewed,2010-04-06 17:08:07.380000+00:00,False,,,
ci14620612,1270573846490,2.66,"16km ESE of Ocotillo, CA",32.6806667,-115.8408333,5.263,1457645504523,,reviewed,2010-04-06 17:10:46.490000+00:00,False,,,
ci10196030,1270574453960,2.59,"15km WNW of Progreso, B.C., MX",32.6348333,-115.7345,5.753,1457616018801,,reviewed,2010-04-06 17:20:53.960000+00:00,False,,,
ci14620684,1270575202610,2.97,"13km ESE of Ocotillo, CA",32.7036667,-115.864,6.333,1457632688276,,reviewed,2010-04-06 17:33:22.610000+00:00,False,,,
ci14620764,1270576596540,2.83,"12km ESE of Ocotillo, CA",32.7038333,-115.8756667,3.633,1457594763932,,reviewed,2010-04-06 17:56:36.540000+00:00,False,,,
ci14620772,1270576657420,2.68,"19km ESE of Ocotillo, CA",32.699,-115.7905,5.253,1457605384986,,reviewed,2010-04-06 17:57:37.420000+00:00,False,,,
ci10196170,1270576711600,2.5,"20km ESE of Ocotillo, CA",32.6596667,-115.7945,6.073,1457638881369,,reviewed,2010-04-06 17:58:31.600000+00:00,False,,,
ci14620780,1270576713070,3.3,"18km WNW of Progreso, B.C., MX",32.6161667,-115.7733333,5.225,1457573108687,,reviewed,2010-04-06 17:58:33.070000+00:00,False,,,
ci14620812,1270576912850,2.76,"19km WNW of Progreso, B.C., MX",32.6165,-115.7843333,3.693,1457645511312,,reviewed,2010-04-06 18:01:52.850000+00:00,False,,,
ci10196278,1270577411410,2.75,"16km WNW of Progreso, B.C., MX",32.6423333,-115.7318333,8.658,1457600003277,,reviewed,2010-04-06 18:10:11.410000+00:00,False,,,
ci14620916,1270577815220,3.37,"19km W of Progreso, B.C., MX",32.5908333,-115.7848333,2.443,1457610628010,,reviewed,2010-04-06 18:16:55.220000+00:00,False,,,
ci14621028,1270578821960,2.72,"19km W of Progreso, B.C., MX",32.608,-115.7821667,3.783,1457616028206,,reviewed,2010-04-06 18:33:41.960000+00:00,False,,,
ci14621052,1270579035620,3.08,"16km E of Ocotillo Wells, CA",33.1458333,-115.9635,12.56,1457627144489,,reviewed,2010-04-06 18:37:15.620000+00:00,False,,,
ci14621164,1270580520880,3.55,"13km ESE of Ocotillo, CA",32.7046667,-115.8603333,5.153,1659748242978,,reviewed,2010-04-06 19:02:00.880000+00:00,False,,,
ci14621372,1270582997460,3.22,"18km ESE of Ocotillo, CA",32.688,-115.8066667,4.743,1457594773227,,reviewed,2010-04-06 19:43:17.460000+00:00,False,,,
ci14621412,1270583332080,2.6,"10km WSW of Salton City, CA",33.2668333,-116.0585,3.399,1457573118106,,reviewed,2010-04-06 19:48:52.080000+00:00,False,,,
ci14621660,1270587053250,2.88,"18km W of Progreso, B.C., MX",32.6038333,-115.7783333,2.313,1457627158179,,reviewed,2010-04-06 20:50:53.250000+00:00,False,,,
ci14621756,1270588291430,2.79,"11km E of Ocotillo, CA",32.7206667,-115.8745,1.233,1457638900674,,reviewed,2010-04-06 21:11:31.430000+00:00,False,,,
ci14621828,1270589099310,2.81,"18km W of Progreso, B.C., MX",32.6008333,-115.7711667,2.843,1457621256962,,reviewed,2010-04-06 21:24:59.310000+00:00,False,,,
ci14622036,1270591750430,4.23,"17km WNW of Progreso, B.C., MX",32.6331667,-115.753,1.043,1457616033771,,reviewed,2010-04-06 22:09:10.430000+00:00,False,,,
ci14622060,1270592070040,2.83,"21km ESE of Ocotillo, CA",32.6478333,-115.7978333,5.003,1658444386692,,reviewed,2010-04-06 22:14:30.040000+00:00,False,,,
ci14622156,1270593735600,2.96,"19km W of Progreso, B.C., MX",32.6103333,-115.7793333,4.213,1457573128481,,reviewed,2010-04-06 22:42:15.600000+00:00,False,,,
ci14622356,1270595936980,2.52,"12km ESE of Ocotillo, CA",32.707,-115.868,4.483,1457567712803,,reviewed,2010-04-06 23:18:56.980000+00:00,False,,,
ci14622444,1270597226520,2.68,"17km WNW of Progreso, B.C., MX",32.6283333,-115.7535,2.583,1457651165471,,reviewed,2010-04-06 23:40:26.520000+00:00,False,,,
ci14622476,1270597845970,2.6,"19km WNW of Progreso, B.C., MX",32.618,-115.784,4.713,1457632712554,,reviewed,2010-04-06 23:50:45.970000+00:00,False,,,
ci14622692,1270601400980,2.66,"19km W of Progreso, B.C., MX",32.5981667,-115.7816667,4.423,1457600030883,,reviewed,2010-04-07 00:50:00.980000+00:00,False,,,
ci14622700,1270601480220,2.8,"17km ESE of Ocotillo, CA",32.667,-115.8331667,7.523,1457627180236,,reviewed,2010-04-07 00:51:20.220000+00:00,False,,,
ci14622780,1270602724100,2.79,"18km WNW of Progreso, B.C., MX",32.6278333,-115.7735,7.673,1658444606385,,reviewed,2010-04-07 01:12:04.100000+00:00,False,,,
ci14622852,1270603489280,2.58,"18km W of Progreso, B.C., MX",32.6105,-115.7741667,4.903,1457594799242,,reviewed,2010-04-07 01:24:49.280000+00:00,False,,,
ci14622860,1270603613990,2.74,"12km ESE of Ocotillo, CA",32.6913333,-115.8703333,3.723,1457578377608,,reviewed,2010-04-07 01:26:53.990000+00:00,False,,,
ci14622908,1270604295690,2.81,"21km ESE of Ocotillo, CA",32.6808333,-115.7815,4.163,1457638910051,,reviewed,2010-04-07 01:38:15.690000+00:00,False,,,
ci14623012,1270605596640,2.63,"18km W of Progreso, B.C., MX",32.6018333,-115.7698333,5.093,1457573136957,,reviewed,2010-04-07 01:59:56.640000+00:00,False,,,
ci14623108,1270607446980,3.12,"18km W of Progreso, B.C., MX",32.6061667,-115.77,4.463,1659748368788,,reviewed,2010-04-07 02:30:46.980000+00:00,False,,,
ci14623172,1270608436250,2.91,"14km WNW of Progreso, B.C., MX",32.6448333,-115.7171667,9.653,1457616051809,,reviewed,2010-04-07 02:47:16.250000+00:00,False,,,
ci30549759,1270608450770,2.53,"15km WNW of Progreso, B.C., MX",32.6333333,-115.7316667,4.215,1457573142617,,reviewed,2010-04-07 02:47:30.770000+00:00,False,,,
ci14623396,1270611467030,3.57,"16km WNW of Progreso, B.C., MX",32.6331667,-115.7473333,4.723,1659748305935,,reviewed,2010-04-07 03:37:47.030000+00:00,False,,,
ci14623436,1270612041320,2.88,"20km ESE of Ocotillo, CA",32.663,-115.8013333,7.933,1457573145613,,reviewed,2010-04-07 03:47:21.320000+00:00,False,,,
ci14623572,1270613914310,3.02,"10km E of Ocotillo, CA",32.7226667,-115.8816667,3.382,1457651197984,,reviewed,2010-04-07 04:18:34.310000+00:00,False,,,
ci14623756,1270617372020,2.52,"19km ESE of Ocotillo, CA",32.6558333,-115.8186667,9.573,1457605436056,,reviewed,2010-04-07 05:16:12.020000+00:00,False,,,
ci14623796,1270617673070,2.56,"17km ESE of Ocotillo, CA",32.6728333,-115.827,4.093,1457578388538,,reviewed,2010-04-07 05:21:13.070000+00:00,False,,,
ci14623804,1270617685940,4.27,"8km E of Ocotillo, CA",32.7335,-115.9045,1.947,1659748438707,green,reviewed,2010-04-07 05:21:25.940000+00:00,False,,,
ci30461759,1270617701570,4.28,"10km ESE of Ocotillo, CA",32.7116667,-115.8923333,7.263,1457616065226,,reviewed,2010-04-07 05:21:41.570000+00:00,False,,,
ci30469759,1270617819970,2.73,"9km E of Ocotillo, CA",32.7213333,-115.8955,6.042,1457605437224,,reviewed,2010-04-07 05:23:39.970000+00:00,False,,,
ci14623812,1270617932000,3.83,"8km ESE of Ocotillo, CA",32.7185,-115.9118333,1.952,1457583883647,,reviewed,2010-04-07 05:25:32+00:00,False,,,
ci10199650,1270618028510,2.64,"16km W of Progreso, B.C., MX",32.5731667,-115.7508333,4.573,1457578389815,,reviewed,2010-04-07 05:27:08.510000+00:00,False,,,
ci14623820,1270618061380,3.58,"8km E of Ocotillo, CA",32.7315,-115.913,1.692,1457600052083,,reviewed,2010-04-07 05:27:41.380000+00:00,False,,,
ci30701759,1270618196150,2.54,"8km ESE of Ocotillo, CA",32.72,-115.9075,2.792,1457651201396,,reviewed,2010-04-07 05:29:56.150000+00:00,False,,,
ci14623868,1270618747650,3.08,"8km E of Ocotillo, CA",32.7343333,-115.908,2.272,1659748502367,,reviewed,2010-04-07 05:39:07.650000+00:00,False,,,
ci14623932,1270619303660,3.44,"10km ESE of Ocotillo, CA",32.7103333,-115.8888333,6.082,1457627206252,,reviewed,2010-04-07 05:48:23.660000+00:00,False,,,
ci14623980,1270619789830,2.62,"16km ESE of Ocotillo, CA",32.6548333,-115.849,10.183,1457573159118,,reviewed,2010-04-07 05:56:29.830000+00:00,False,,,
ci14623996,1270620105140,2.68,"15km WNW of Progreso, B.C., MX",32.6246667,-115.7366667,8.283,1457578393881,,reviewed,2010-04-07 06:01:45.140000+00:00,False,,,
ci14624036,1270620463240,2.54,"19km ESE of Ocotillo, CA",32.674,-115.8003333,2.608,1457645543101,,reviewed,2010-04-07 06:07:43.240000+00:00,False,,,
ci14624028,1270620622930,3.08,"12km E of Ocotillo, CA",32.7143333,-115.8618333,2.943,1457616071836,,reviewed,2010-04-07 06:10:22.930000+00:00,False,,,
ci14624140,1270621496090,2.88,"9km ESE of Ocotillo, CA",32.7165,-115.8953333,2.872,1457610689965,,reviewed,2010-04-07 06:24:56.090000+00:00,False,,,
ci14624396,1270625637190,3.34,"8km E of Ocotillo, CA",32.7356667,-115.904,1.002,1615334901695,,reviewed,2010-04-07 07:33:57.190000+00:00,False,,,
ci14624428,1270626142110,3.38,"16km WNW of Progreso, B.C., MX",32.6388333,-115.7428333,3.933,1457573162092,,reviewed,2010-04-07 07:42:22.110000+00:00,False,,,
ci14624484,1270626862940,3.34,"20km WNW of Progreso, B.C., MX",32.625,-115.7856667,3.153,1659748630773,,reviewed,2010-04-07 07:54:22.940000+00:00,False,,,
ci14624500,1270627299370,2.98,"20km ESE of Ocotillo, CA",32.6763333,-115.7945,5.753,1457567751274,,reviewed,2010-04-07 08:01:39.370000+00:00,False,,,
ci14624556,1270628460870,2.68,"19km WNW of Progreso, B.C., MX",32.651,-115.7676667,3.063,1457600063986,,reviewed,2010-04-07 08:21:00.870000+00:00,False,,,
ci14624868,1270632351760,3.62,"8km E of Ocotillo, CA",32.7326667,-115.902,2.532,1457594830929,,reviewed,2010-04-07 09:25:51.760000+00:00,False,,,
ci14624948,1270632455890,3.75,"10km E of Ocotillo, CA",32.737,-115.885,3.402,1457638959264,,reviewed,2010-04-07 09:27:35.890000+00:00,False,,,
ci14625100,1270634649550,3.02,"20km WNW of Progreso, B.C., MX",32.6175,-115.7886667,4.003,1457632766269,,reviewed,2010-04-07 10:04:09.550000+00:00,False,,,
ci14625164,1270635143380,2.87,"7km E of Ocotillo, CA",32.7285,-115.9228333,-0.013,1457567765274,,reviewed,2010-04-07 10:12:23.380000+00:00,False,,,
ci14625284,1270637013620,2.57,"21km WNW of Progreso, B.C., MX",32.6541667,-115.788,8.223,1457567768657,,reviewed,2010-04-07 10:43:33.620000+00:00,False,,,
ci14625300,1270637225270,2.65,"8km ESE of Ocotillo, CA",32.717,-115.9156667,1.482,1457594838107,,reviewed,2010-04-07 10:47:05.270000+00:00,False,,,
ci14625372,1270637937940,2.63,"17km WNW of Progreso, B.C., MX",32.6476667,-115.742,6.063,1457578415273,,reviewed,2010-04-07 10:58:57.940000+00:00,False,,,
ci14625404,1270638040400,3.38,"21km WNW of Progreso, B.C., MX",32.625,-115.799,3.173,1457605470367,,reviewed,2010-04-07 11:00:40.400000+00:00,False,,,
ci30477759,1270638100830,2.72,"20km WNW of Progreso, B.C., MX",32.6285,-115.7868333,2.643,1457600076682,,reviewed,2010-04-07 11:01:40.830000+00:00,False,,,
ci14625628,1270640947920,3.17,"8km E of Ocotillo, CA",32.7215,-115.9125,1.572,1457567777987,,reviewed,2010-04-07 11:49:07.920000+00:00,False,,,
ci14625716,1270642172630,2.71,"20km ESE of Ocotillo, CA",32.659,-115.8003333,4.143,1457589667814,,reviewed,2010-04-07 12:09:32.630000+00:00,False,,,
ci14625828,1270643678380,3.24,"18km W of Progreso, B.C., MX",32.6066667,-115.7778333,4.623,1457589671819,,reviewed,2010-04-07 12:34:38.380000+00:00,False,,,
ci14625868,1270644451590,3.29,"20km ESE of Ocotillo, CA",32.6631667,-115.7961667,7.573,1457589673444,,reviewed,2010-04-07 12:47:31.590000+00:00,False,,,
ci14625884,1270644596140,3.22,"19km ESE of Ocotillo, CA",32.6645,-115.8043333,3.143,1457645582450,,reviewed,2010-04-07 12:49:56.140000+00:00,False,,,
ci14625908,1270645296920,2.59,"16km W of Progreso, B.C., MX",32.5996667,-115.7481667,2.173,1457573180286,,reviewed,2010-04-07 13:01:36.920000+00:00,False,,,
ci14625996,1270646582170,2.53,"9km ESE of Ocotillo, CA",32.7171667,-115.8953333,2.852,1457627246961,,reviewed,2010-04-07 13:23:02.170000+00:00,False,,,
ci14626108,1270648289120,2.9,"18km ESE of Ocotillo, CA",32.6821667,-115.8085,5.083,1457567784402,,reviewed,2010-04-07 13:51:29.120000+00:00,False,,,
ci14626260,1270650789500,2.74,"16km E of Ocotillo, CA",32.717,-115.8178333,3.853,1457651247881,,reviewed,2010-04-07 14:33:09.500000+00:00,False,,,
ci14626276,1270650814350,2.73,"20km WNW of Progreso, B.C., MX",32.6193333,-115.7863333,2.723,1457578434407,,reviewed,2010-04-07 14:33:34.350000+00:00,False,,,
ci14626372,1270652683170,3.51,"14km ESE of Ocotillo, CA",32.6926667,-115.857,6.603,1659748693866,,reviewed,2010-04-07 15:04:43.170000+00:00,False,,,
ci14626452,1270654158630,2.77,"13km S of Isla Vista, CA",34.2986667,-119.8441667,5.09,1457600094806,,reviewed,2010-04-07 15:29:18.630000+00:00,False,,,
ci14626708,1270658317620,3.66,"14km W of Progreso, B.C., MX",32.5908333,-115.7291667,3.623,1457645605053,,reviewed,2010-04-07 16:38:37.620000+00:00,False,,,
ci14626724,1270658793910,2.72,"8km W of Progreso, B.C., MX",32.5653333,-115.6731667,9.833,1457616101602,,reviewed,2010-04-07 16:46:33.910000+00:00,False,,,
ci14626756,1270659293480,2.53,"17km W of Progreso, B.C., MX",32.6071667,-115.7656667,3.013,1457632795471,,reviewed,2010-04-07 16:54:53.480000+00:00,False,,,
ci14626860,1270660513830,2.57,"19km ESE of Ocotillo Wells, CA",33.0906667,-115.94,1.02,1457594863835,,reviewed,2010-04-07 17:15:13.830000+00:00,False,,,
